Araç Markası,Araç Yorumları
mercedes-yorumlari,"
ticaretle uğraşanların alabileceği en iyi araç
"
mercedes-yorumlari,"
yükü ağır olanların can dostu
"
mercedes-yorumlari,"
uçak gibi mükemmel
"
mercedes-yorumlari,"
havalı şık tasarım
"
mercedes-yorumlari,"
makam aracı gibi güzel ama
"
mercedes-yorumlari,"
tarz havalı çok çekici bir araç almak istiyorum
"
mercedes-yorumlari,"
çok güzel yaa tasarım olarak çok hoş bir araç çok sevdim alabilirim
"
mercedes-yorumlari,"
tek kelime ile mükemmel bir araç
"
mercedes-yorumlari,"
sağlam güçlü güzel bir araç hızlı bir araç almak isteyenler ilk tercih yapın
"
mercedes-yorumlari,"
tam bir servis aracı olduğunu düşünüyorum
"
mercedes-yorumlari,"
servis aracı olarak kullanmak isteyenler kesinlikle ilk tercihi olmalı
"
mercedes-yorumlari,"
çok tatlı nazik bir arabaya benziyor ama bi o kadarda güçlü ve hızlı bir araç o yüzden almak istiyorum
"
mercedes-yorumlari,"
arabaya bakmaktan gözlerimi alamıyorum çok güzel yapmışlar arabayı
"
mercedes-yorumlari,"
ticaretle uğraşanların yardımcı meleği bence çok geniş hacimli hoş bir panelvan
"
mercedes-yorumlari,"
yazın kullanmak için mükemmel bir araç üstüne tanımıyorum başka araç çok hoşuma gitti
"
mercedes-yorumlari,"
araba çok tatlı hoş tasarıma sahip çok güzel çok hoşuma gidiyor almayı düşünüyorum alıcam
"
mercedes-yorumlari,"
spor araba almak isteyenlerin rüyalarındaki araba olduğunu düşünüyorum ilk tercihiniz olsun
"
mercedes-yorumlari,"
tasarımı uçağa benzemiş çok güzel efsane bir araç almak istiyorum
"
mercedes-yorumlari,"
yükü ağır olanların yardımına hemen yetişen güçlü bir mercedes
"
mercedes-yorumlari,"
çok güzel bir araç konfor üst düzey almak istiyorum
"
mercedes-yorumlari,"
klass bir araç güzel bir araç almak istediğim bir araç
"
mercedes-yorumlari,"
çok güzel bir jeep araç çok hoşuma gitti tercihlerim arasına girdi bile
"
mercedes-yorumlari,"
yük taşımak isteyenlerin yüzünü güldüren rahat konforlu bir araç
"
mercedes-yorumlari,"
canavar gibi araç almak isterseniz bu aracı şiddetle tavsiye ederim
"
mercedes-yorumlari,"
hoş bir vito araç bence almak istediğim bir araç
"
mercedes-yorumlari,"
uygun fiyatlı bir makam aracı almak isterseniz tasarım olarak makam aracından farkı olmayan bu aracı almanızı tavsiye ederim
"
mercedes-yorumlari,"
yaa mercedese bayılıyorum ben bu aracıda almak istiyorum
"
mercedes-yorumlari,"
araç mükemmel çok güzel alacam en kısa sürede
"
mercedes-yorumlari,"
jeep alacak olsaydım kesinlikle bu aracı alırdım çok güzel mercedesin her modeli çok güzel mercedes almanızı tavsiye ederim araç almak isterseniz
"
mercedes-yorumlari,"
makam arabası gibi bir araç çok sade ve sağlam görüntüs benim dikkatimi çekti almak istiyorum
"
mercedes-yorumlari,"
uzay mekiği gibi araç çok hoş görünüyor test sürüşüne gitmek istiyorum
"
mercedes-yorumlari,"
yüklü iş yapanlara en uygun kamyonet almalarını tavsiye ederim
"
mercedes-yorumlari,"
çok hoş bir araç tatlı bir duruşu var konfor olarakta güzelse almaktan hiç çekinmem
"
mercedes-yorumlari,"
tam bir yer uçağı çok hoş bir araç almak istiyorum kesinlikle
"
mercedes-yorumlari,"
şık tasarım uygun fiyat hız güç performans üst düzey çok hoşuma gitti alabilirim
"
mercedes-yorumlari,"
geniş araç arayanların ilk tercihi hem çok konforlu hem çok kişi binebilecek bir araç
"
mercedes-yorumlari,"
şık tasarım hız güç konfor hepsi bir arada zaten mercedes ten bahsediyoruz anlatmaya gerek yok
"
mercedes-yorumlari,"
araba uçak gibi görünüyor çok güzelll almam lazım en kısa sürede
"
mercedes-yorumlari,"
geniş hacim arayanlara şiddetle tavsiye ediyorum zaten mercedes severlere tavsiye etmeme gerek yok :)
"
mercedes-yorumlari,"
klasik mercedes her zamanki gibi çok güzel daikkat çeken bir araç almak istiyorummmmm
"
mercedes-yorumlari,"
arabanın hayranıyım biraz param olsa hemen alacağım bir model çok güzel tasarım ve konfor çok beğeniyorum
"
mercedes-yorumlari,"
tam bir yer uçağı konfor hız kalite ve şık tasarımıyla kendini çok sevdiren bir araba olduğunu herkes biliyor zaten fiyatları ne kadar pahalı olsada eğer çok güzel ve rahat bir araba istiyorsanız üst düzey bir araba ve bende almayı düşünüyorum
"
mercedes-yorumlari,"
Satın aldım, keyifle biniyorum.
"
mercedes-yorumlari,"
Mercedes gene konuşturuyor kendisini
"
mercedes-yorumlari,"
Performansı falan harika a3 Hb le kapışsa kim kazanır sizce?
"
mercedes-yorumlari,"
al sana Hb de karizma
"
mercedes-yorumlari,"
Süperrr denemeden anlamak mümkün değil
"
mercedes-yorumlari,"
spor araç olarak çok iyi bir araç zaten mercedesin konforu üst düzey bir araç hiç tereddütsüz alınabilecek bir araç paramı toplayabilirsem kesin alıcam çok güzel bir araç
"
mercedes-yorumlari,"
almak icin sırada oldugum arac....
"
mercedes-yorumlari,"
Fiyatı biraz yüksek
"
mercedes-yorumlari,"
V class Türkiye’ye gelmeyecek mi Vito için yazık bu kadar verilen paraya !
"
mercedes-yorumlari,"
çok uçuk bir fiyatı var fakat bu kadar güçlü bir motor için kesinlikle değer bir araç tam bir uçak hız arayanlar kesinlikle bu araca önce bir göz atmalarını tavsiye ederim
"
mercedes-yorumlari,"
ikinci el piyasası da çok iyi
"
mercedes-yorumlari,"
mercedes mi bmw mi sizce?
"
mercedes-yorumlari,"
a serisi en güzel seri
"
mercedes-yorumlari,"
mercedes kalitesini döktürüyor gerçekten güzel araba en sevdiğim seri tavsiye ederim
"
mercedes-yorumlari,"
 Tasarım ve kullanışı bakımından iyi araba. almak isteyenlere tavsiye ederim
"
mercedes-yorumlari,"
yüksek konfor arayanların tercihi olabilecek bir araç ideal yakıt tüketimi ve ideal bagaj hacmiyle de çok iyi bir hatchback araç olduğunu düşünüyorum
"
mercedes-yorumlari,"
çok yüksek fiyat ama kesinlikle değer bir araba bu fiyatın hakkını verebilen bir araç hem tasarım olarak çok güzel hem hız olarak uçak diyebilirim hemde sport bir araç daha bence almak için başka bir özelliğe gerek yok
"
mercedes-yorumlari,"
çok güzel bir araç yüksek hız yüksek kalite ne ararsan var arabada
"
mercedes-yorumlari,"
mercedes tutkunlarının spor tarzı olarak alabileceği en iyi araba hoş tasarım yüksek hız
"
mercedes-yorumlari,"
Ben engelli raporuyla almak istiyor cla200 </br>
"
mercedes-yorumlari,"
Engelli raporuyla almak istiyorum</br>
"
mercedes-yorumlari,"
bence çok ucuz biz şuana kadar mercedesten 4 araba var ve çok güzel araba tavsiye ederim
"
mercedes-yorumlari,"
İKİ YILDIR SINIFININ EN ÜSTÜNLÜK PSİKOLEJİSİ İLE ZEKLE BİNİYORUM. C 200 d Exculive. konforlu, dolu, emniyetli, biraz yakıtı cep yakıyor. tabiki yılda 30000 km biniyorum. Herkese tavsiye ederim.
"
mercedes-yorumlari,"
İKİ YILDIR SINIFININ EN ÜSTÜNLÜK  PSİKOLEJİSİ İLE ZEKLE BİNİYORUM. C 200 d Exculive.  konforlu, dolu, emniyetli, biraz yakıtı cep yakıyor. tabiki yılda 30000 km biniyorum. Herkese tavsiye ederim.
"
mercedes-yorumlari,"
Ben engelli raporuyla almak istiyorum cla 180 d amg alabilirmiyim
"
mercedes-yorumlari,"
yüksek fiyattan dolayı değerlendirmeye dahi alamıyoruz... saygılar
"
mercedes-yorumlari,"
Daha fazla bilgi lazım yorum yapabilmek için.</br>Fiyat emsallere göre yüksek..
"
mercedes-yorumlari,"
Opel edition plus
"
mercedes-yorumlari,"
araçlar 10 numara 5 ***** fakat çok pahalı olduğu için herkes yerli araca yöneliyor saygılar
"
mercedes-yorumlari,"
Muhteşem olmuş eksik bulamiyorum</br>Kusursuz bir tasarim</br>Olağanüstü bir konfor</br>Çok memnunum
"
mercedes-yorumlari,"
insallah piyangodan para çıkarsa alacagım birtnane duruşu yeter
"
mercedes-yorumlari,"
e serisi hiç bir zaman tatşılmaz mercedes ve digerleri
"
mercedes-yorumlari,"
Spor Araraba çok güzel
"
mercedes-yorumlari,"
özellik ve konfor bakımından çok iyi fakat yakıt tüketimi biraz fazla
"
mercedes-yorumlari,"
fiyatı normal fakat tasarımı hiç hoş olmamış
"
mercedes-yorumlari,"
dış tasarımı pek de hoş olmamış
"
mercedes-yorumlari,"
fiyatı aynı kulavarda bulunan araçlara göre yüksek olsa da fiyatına değer bir model
"
mercedes-yorumlari,"
ticari araç olarak alınabilecek en iyi model pişman olmazsınız
"
mercedes-yorumlari,"
güven veren bir yapıya sahip bir araba
"
mercedes-yorumlari,"
fiyatı uygun performansı yüksek bir araç
"
mercedes-yorumlari,"
oldukça kaliteli olan malzeme ve işçilik kalitesi ile ön plana çıkıyor.
"
mercedes-yorumlari,"
muhteşem lüks bir araba
"
mercedes-yorumlari,"
Geniş yaşam alanı ile mercedes kalitesinin birleşimi.
"
mercedes-yorumlari,"
bir kere kullandınız mı başka bir arabaya binemeyeceksiniz
"
mercedes-yorumlari,"
Resmen insanı büyüleyen bir tasarım
"
mercedes-yorumlari,"
tek kelime ile muhteşem ötesi bir araba
"
mercedes-yorumlari,"
çokça tarz ve çekici bir araba
"
mercedes-yorumlari,"
gerçekten tek kelime ile mükemmel bir araç
"
mercedes-yorumlari,"
iç mekanda tasarımı oldukça iyi ve yaşam alanı da ferah ve geniş
"
mercedes-yorumlari,"
Muhteşem motor performansı ve müthiş tasarım birleşmiş
"
mercedes-yorumlari,"
muhteşem bir tasarım olmuş
"
mercedes-yorumlari,"
Motor performansı ve sürüş konforu mükemmel
"
mercedes-yorumlari,"
her turlu kosula uygun süperbir araba
"
mercedes-yorumlari,"
dış tasarımı süper olmuş
"
mercedes-yorumlari,"
muhteşem performans ve şıklık birleşmiş
"
mercedes-yorumlari,"
performans surat hız ve estetiğin buluştuğu bir araba
"
mercedes-yorumlari,"
Mükemmel bir araç hızlanma süresi de muhteşem
"
mercedes-yorumlari,"
sürüş kalitesi ve zevki en üst seviyede
"
mercedes-yorumlari,"
kullanım alanı açısından oldukça geniş bir araba
"
mercedes-yorumlari,"
çok şık ve güzel bir araç herkes için öneriyorum
"
mercedes-yorumlari,"
oldukça sağlam ve güven veren bir araba
"
mercedes-yorumlari,"
kesinlikle tavsiye ederim şık konforlu ve spor aile aracı.
"
mercedes-yorumlari,"
motor yeni geliştirilmiş bir arabayı sürüş keyfiyle aynı anda sunmayı başarıyor.
"
mercedes-yorumlari,"
Çok şık olmuş hayran kaldim tasarim ve özellikler</br>Ve kullanirken çok keyifli
"
mercedes-yorumlari,"
sağanak yağışlı bir yağmur günü 170-180 Km/s hızla gidiyorum hiçbir şekilde sarsma kayma vs yok yol tutuşu mükemmel.
"
mercedes-yorumlari,"
duruşu çok iyi
"
mercedes-yorumlari,"
fazla lafa gerek yok tek kelimeyle harika tavsiye ederim :)
"
mercedes-yorumlari,"
Arabaya Yeşil rengi çok yakışıyor be :D
"
mercedes-yorumlari,"
bende dusunuyorum aractan memnunmusunuz
"
mercedes-yorumlari,"
Nurettin GÜN,mersedes artık 20+1 kişilik burunsuz minibüs çıkarmalıdır,ceyhan adana,ceyhan osmaniye,ceyhan iskenderun,ceyhan kozan,ceyhan kadirli,ceyhan yumurtalık,yollarında görmek isteriz.
"
mercedes-yorumlari,"
Bu fiyata bu araç mükemmel.
"
mercedes-yorumlari,"
malzeme ve işçilik kalitesi on numara performans olarak da harika bir araba
"
mercedes-yorumlari,"
performansı ve dış görünümü olarak muhteşem bir model
"
mercedes-yorumlari,"
Geniş yaşam alanı ile iç mekandaki algı tam bir mercedes kalitesinin yansıması.
"
mercedes-yorumlari,"
İç mekanı oldukça geniş, görüş mesafesi ve yükleme alanı çok başarılı.
"
mercedes-yorumlari,"
Sınıfındaki en geniş bagaj hacmine sahip, başarılı bir süspansiyon sistemi var, iç mekanda yaşam alanı da ferah ve geniş tavsiye ediyorum
"
mercedes-yorumlari,"
konforu mükemmel,sürüşü oldukça keyif veren bir araba
"
mercedes-yorumlari,"
çok kaliteli ve muhteşem bir arazi aracı olabilir
"
mercedes-yorumlari,"
güzel ve şık bir araba
"
mercedes-yorumlari,"
mükemmel bir performans surat hız ve estetiğin buluştuğu yer ve en önemlisi asla sürücüyü yormuyor
"
mercedes-yorumlari,"
Bence piyasada ki premium markalar arsında en mantıklı fiyat performans arabası
"
mercedes-yorumlari,"
güzel bir araç herkes için öneriyorum
"
mercedes-yorumlari,"
Tam bir aile arabası.
"
mercedes-yorumlari,"
İç mekan gayet kaliteli ve şık.
"
mercedes-yorumlari,"
Merceddesin yeni modeli sanırım all terrain. mercedesin kötü aracı olmadığı gibi fiyatları da yüksek
"
mercedes-yorumlari,"
bencede çok pahalı
"
mercedes-yorumlari,"
Cok pahalı
"
mercedes-yorumlari,"
ama bunu vergisi 275 bin tl
"
mercedes-yorumlari,"
90 üzeri rapor
"
mercedes-yorumlari,"
Hem büyük hem gidişi güzel üstelik dizelleri gercekten az yakıyor.
"
mercedes-yorumlari,"
Engelli raporu üzerinde alinabilirmi
"
mercedes-yorumlari,"
Caravella almak varken bu neden alınır ki
"
mercedes-yorumlari,"
Bu para bu arabaya verilmez
"
mercedes-yorumlari,"
Mercedes hala arkadaş çekişli araba yapıyor
"
mercedes-yorumlari,"
Bu konforu hiç bir araçta bulamazsınız
"
mercedes-yorumlari,"
muhteşem donanım kalite sürüş keyfi en üst seviyede
"
mercedes-yorumlari,"
şu arabanın neresine yanıpta 140 veriyonuz ya bu fiyata daha iyi araçlar alınır
"
mercedes-yorumlari,"
ön tarafı çok uzun acaba görüşü etkiliyormu
"
mercedes-yorumlari,"
bu arabada bulduğum konfor hiç bir arabada yok
"
mercedes-yorumlari,"
önden harika gözüküyor
"
mercedes-yorumlari,"
harika bir araba
"
mercedes-yorumlari,"
bu fiyatlara çok iyiymiş 1.6 motor fazla verigiside yok
"
mercedes-yorumlari,"
Yıllık vergisiyle bi araba daha alınır
"
mercedes-yorumlari,"
siyah rengi mükemmel gözüküyor
"
mercedes-yorumlari,"
1.6 motorda var süper bence
"
mercedes-yorumlari,"
Konfor yok fazla
"
mercedes-yorumlari,"
Mercedese hiç yakışmamış bu tasarım
"
mercedes-yorumlari,"
görünüm olarak c serisinden bir farkı yok
"
mercedes-yorumlari,"
3 aydır cla 200 amg kullanıyorum mükemmel herkese tavsiye ederim.
"
mercedes-yorumlari,"
araca binin her şeyi unutursunuz mükemmel bir tasarımı var
"
mercedes-yorumlari,"
Reno motorlu önden çekişli mercedes mi olur değiştirin şu motoru artık
"
mercedes-yorumlari,"
Otomobil ruhsatı ile satılması büyük avantaj
"
mercedes-yorumlari,"
konfor ve performans gayet iyi
"
mercedes-yorumlari,"
Wilhelm Maybach ten aldı galiba ismini ilk kurucusumu öyle biriydi
"
mercedes-yorumlari,"
Tebrikler mercedes gene mükemmel bir araç
"
mercedes-yorumlari,"
Araba değil uçak sanki hem performansıyla hem fiyatıyla
"
mercedes-yorumlari,"
Güç ve konfor mükemmel
"
mercedes-yorumlari,"
Bmw ye rakip olarak çıkardığı araç bmw den daha iyi ve ucuz
"
mercedes-yorumlari,"
Bu fiyata araba alıp yakıtı düşünenler var
"
mercedes-yorumlari,"
Otomatik bir araca göre az yakıyor
"
mercedes-yorumlari,"
Yakıtlarının az olması büyük avantaj
"
mercedes-yorumlari,"
Keşke manueli olsa şu arabaların
"
mercedes-yorumlari,"
Güzel bir araç herkese öneririm
"
mercedes-yorumlari,"
Motor yenilense mükemmel bir araç
"
mercedes-yorumlari,"
Mercedesin en az yakan araçları cla lar
"
mercedes-yorumlari,"
Bu fiyattaki bi araçta yakıt düşünülür mü ? zaten 1.6 ne yakacak
"
mercedes-yorumlari,"
Tam anlamıyla keyif aldığım ilk araba hiç inesim gelmiyor
"
mercedes-yorumlari,"
Paranız varsa spor araba seviyorsanız spor modeli çok iyi
"
mercedes-yorumlari,"
arkadan c kasayı uzat al sana e serisi
"
mercedes-yorumlari,"
Otomatik vites sesmem ama bu aracın herşeyine hastayım
"
mercedes-yorumlari,"
Burdaki değerler yanlış galiba şehir içi 10 yakıyor.
"
mercedes-yorumlari,"
A serisi varken bu fiyata bunu almam
"
mercedes-yorumlari,"
Şehir içi 7,6 felan yakıyor.
"
mercedes-yorumlari,"
A180 urban aldım. vites geçişleri mükemmel, tasarımıyla çok dikkat çekiçi ve konforlu rahat bir araç parasını hak ediyor.
"
mercedes-yorumlari,"
Mercedes sonuçta ne desek az.
"
mercedes-yorumlari,"
Biraz pahalı ama değer bu arabaya bence
"
mercedes-yorumlari,"
Güzel servis aracı ama
"
mercedes-yorumlari,"
 Biraz pahalı ama değer bu arabaya bence
"
mercedes-yorumlari,"
Arabayı uzununa yapıyorlar hep
"
mercedes-yorumlari,"
Çok büyük geniş araba ama içi de geniş
"
mercedes-yorumlari,"
Sade şık tasarımlı güzel araba bence göze hitap etti m benim de hoşuma gider
"
mercedes-yorumlari,"
Çok güzel araba bence hemde çok pahalı da değil uyun bir fiyatta
"
mercedes-yorumlari,"
Hiç hoşlanmadım arabadan mercedese uygun bir araba değil
"
mercedes-yorumlari,"
Biraz eski model gibi duruyor
"
mercedes-yorumlari,"
Çok pahalı bir de öle çok özelliği yok yani
"
mercedes-yorumlari,"
Güzel araba şimdi harika bile diye bilirim
 "
mercedes-yorumlari,"
Sade üstü açık uçak gibi araba
"
mercedes-yorumlari,"
Çok iyi araba be jet gibi araba
"
mercedes-yorumlari,"
Sade güzel bir araba ve büyükte bir araba
"
mercedes-yorumlari,"
Güzel bir araba çok konforu sade tasarımlı güzel araba
"
mercedes-yorumlari,"
Hiç güzel bir araç değil bence
"
mercedes-yorumlari,"
Baya büyük bir araç çokta pahalı değil uygun bir fiyatta bence yakıt tüketimi de fena değil
"
mercedes-yorumlari,"
Harika özellikleri olan arabanın içi saray gibi olan bir araba ne güzel bir araba
"
mercedes-yorumlari,"
Çok güzel araba ama aşırı pahalı bir araba
"
mercedes-yorumlari,"
Arabanın tasarımı çok hoş olmasa da güzel araba
"
mercedes-yorumlari,"
Güzel bir alie arabası
"
mercedes-yorumlari,"
Güzel tarzda bir araba hoş yani
"
mercedes-yorumlari,"
Hız manyakları için ideal bir araba
"
mercedes-yorumlari,"
Çok büyük arkadaş bu ne
"
mercedes-yorumlari,"
Mercedese yakışmayan arabalar bunlar
"
mercedes-yorumlari,"
Güzel bir tasarımı var ve uygun fiyata da var pahalı fiyata da var
"
mercedes-yorumlari,"
Aile arabası yada biraz yaşlı insanlar için daha ideal bir araba gibi sanki
"
mercedes-yorumlari,"
Mercedesin klasik arabalarından kasası güzel olan bir araba
"
mercedes-yorumlari,"
Güzel uygun fiyata da var pahalıya da var her türlü alınmak için ideal bir araba bence
"
mercedes-yorumlari,"
Eskilerin klasik arabalarına benzemiş kasası sanki
"
mercedes-yorumlari,"
Görünüşü güzel fazlada pahalı bir araba değil yani
"
mercedes-yorumlari,"
Çok karizmatik bir araba harika diye bilirim
"
mercedes-yorumlari,"
Adam adam henry ford görseydi bi daha ölürdu kahrından ??
"
mercedes-yorumlari,"
Fazla yakıt yemeyen minübüs bence çok ideal alacaklar için
"
mercedes-yorumlari,"
Kırmızı rengi ne kadarda güzel yakışmış
"
mercedes-yorumlari,"
Ön tarafı tır gibi yapma salarmış iyiymiş de yapmışlar artık yapacak bir şey yok
"
mercedes-yorumlari,"
Çok güzel araç ama çokta pahalı
"
mercedes-yorumlari,"
Mercedes alacak olsam bu tarz bir araba almam
"
mercedes-yorumlari,"
Yakışıklı araba anca bakıyoruz işte başka ne diyelim
"
mercedes-yorumlari,"
Büyük çaplı bir yere sahip o yüzden kullanışlı bir araba
"
mercedes-yorumlari,"
Çok eski gözüküyor o yüzden hoş olmamış
"
mercedes-yorumlari,"
Görünüşü de çok iyi parasıda çok iyi yakıtı da öle her türlü kütülüyor
"
mercedes-yorumlari,"
Tasarımı çok iyi olmuş çok iyi gözüküyor
"
mercedes-yorumlari,"
Güzel gözüke bilir ama bence adam akıllı bişeyi yok oyüzden bu kadar para verilmez
"
mercedes-yorumlari,"
Porsche nin arabasına benzemiş
"
mercedes-yorumlari,"
Nerdeyse aynı modeller ama arasındaki para farklarına bakacak olursak baya bir fark var galiba
"
mercedes-yorumlari,"
Çok aşırı pahalı o kadar pahalı olacak kadar bir şeyi yok bence bu kadar abartılı olacak şekilde neyi var arabanın ?
"
mercedes-yorumlari,"
Ben olsam bunu alacağıma transpoter alırım daha karizma duruyor
"
mercedes-yorumlari,"
Eski man kamyonlarına benzemiş
"
mercedes-yorumlari,"
Çok şık karizmatik gördüğün zaman gözünü boyuyan cisten
"
mercedes-yorumlari,"
Yok böle rahat araba böle konforlu güçlü
"
mercedes-yorumlari,"
Güzel tasarımıyla ve fiyatıda çok yüksek olmayan bir araba
"
mercedes-yorumlari,"
Geniş herah güzel bir araba
"
mercedes-yorumlari,"
İç tasarımı çok tarz olmuş harika bence
"
mercedes-yorumlari,"
Çok iyi derecede şık dizayn edilmiş bir araç yapmışlar
"
mercedes-yorumlari,"
Böle büyük böle güçlü motora sahip olmasına rağmen yakıt tüketimi har kulade iyi
"
mercedes-yorumlari,"
Hiç güzel bir minübüs değil hiç hoşuma gitmedi
"
mercedes-yorumlari,"
Güzel tasarımıyla göz kamaştırıyor
"
mercedes-yorumlari,"
Güzel bir tasarımı var ama gençlerin bu tarz araba kullanacağını zannetmiyorum
"
mercedes-yorumlari,"
Arabayı harika ötesi bir şey görünüşü performansı konforu herşeyiyle çok iyi
"
mercedes-yorumlari,"
Görmek yetiyor delirmek için
"
mercedes-yorumlari,"
Arabanın çok büyük olmamasına rağmen içi hem geniş hemde bağajı büyük
"
mercedes-yorumlari,"
Çok iyi bir tasarımı var gerçekten küçük falan ama etkileyici bir görüntüsü var
"
mercedes-yorumlari,"
Baya sağlam bir araca benziyor ve hoşta bir görüntüsü var
"
mercedes-yorumlari,"
Harika bir üstü açık araba çok pahalı da değil mercedese göre o yüzden almayı düşünüle bilinir
"
mercedes-yorumlari,"
Güçlü performanslı araba olduğu için dağ orman arazi gir çık sıkıntı olmaz heryerden çıkar
"
mercedes-yorumlari,"
Üstü açık uçak resmen daha napcan işte güzel araba
"
mercedes-yorumlari,"
Çok lüks bir araç ve çokta pahalı o yüzden yanına yaklaşılmaz bu arabanın
"
mercedes-yorumlari,"
Burnu büyük tabirini bu arabaya kullanıyorlar galiba
"
mercedes-yorumlari,"
Maşşallahı var arabanın kalıplı baya :D
"
mercedes-yorumlari,"
Bence hiç bir işe yaramaz böle araba bence
"
mercedes-yorumlari,"
Biraz tipsiz ama her iş için kullanışlı bir araba bence her türlü iş yapıla bilir bu arabayla
"
mercedes-yorumlari,"
Bu nasıl bir genişliktir bu nasıl bir konfordur çok hoşuma gitti cidden üst sınıf bir araba resmen
"
mercedes-yorumlari,"
Mercedesin güzel bir arabası ve biraz pahalı ama o kadar değil bence mercedes harika ötesi birşey
"
mercedes-yorumlari,"
Güzel aileler için kullanışlı kalabalık aileler için falan çok ideal bence
"
mercedes-yorumlari,"
O kadar güçlü motora sahip olmasına rağmen yakıt tüketimi az mercedesin farkı
"
mercedes-yorumlari,"
Harika ötesi birşey olmuş araba iç tasarım dış tasarım çok hoşuma gitti gerçekten
"
mercedes-yorumlari,"
Geniş ve konforlu büyük araç
"
mercedes-yorumlari,"
Çok güzel bir tasarımı yok ben sırf tipi için almazdım
"
mercedes-yorumlari,"
Herşeyi çok iyi arabanın
"
mercedes-yorumlari,"
Aile arabası olarak kullanırım sadece
"
mercedes-yorumlari,"
Sade ve şık bir tasarıma sahip
"
mercedes-yorumlari,"
Şimdi bu arabaya kötü diye bilmem için benim daha iyi arabam olamsı lazım o yüzden birşey diyemiyorum
"
mercedes-yorumlari,"
Dışı da içi gibi çok güzel
"
mercedes-yorumlari,"
Gerçekten çok güzel bir araba yapmışlar sportif ilk defa mercedesin HB arabasını sevdim
"
mercedes-yorumlari,"
bmw'mi? siz hangi araca yorum yaptığınızı biliyor musunuz acaba?
"
mercedes-yorumlari,"
Güzel bir araba ve çokta uçuk bir fiyatı yok
"
mercedes-yorumlari,"
Ön taraf biraz dar olmuş gibi sanki bana öle geldi
"
mercedes-yorumlari,"
Toplu bir duruşu var ve hoş gözüküyor
"
mercedes-yorumlari,"
Ben bu arabayla eşya falan taşımam ki mercedes lan bu kıyılırmı buna ama çok tipsiz yapmışlar kıyarım bu arabaya
"
mercedes-yorumlari,"
Gerçekten de çok yakışıklı araba olmuş çok güzel gözüküyor gerçekten de
"
mercedes-yorumlari,"
Üstü açık açık hava ala ala gezilir bu arabayla
"
mercedes-yorumlari,"
Güzel bir araba 7 tane hava yastığını nere koydular acaba çok merak ettim
"
mercedes-yorumlari,"
Değişik tarzda bir araba yapmışlar buda baya iyi olmuş
"
mercedes-yorumlari,"
Tasarımı güzel ve içi çok geniş değil bence
"
mercedes-yorumlari,"
Çok pahalı ve 4x4 bile değil
"
mercedes-yorumlari,"
Bunun yerine caravella alırım ben olsam
"
mercedes-yorumlari,"
Kamyon derken bizim bildimiz kamyon gibi olmuş çok tipsiz olmuş bence
"
mercedes-yorumlari,"
Tasarım harikası olmuş bence
"
mercedes-yorumlari,"
İçinde şöförü olan bir araba
"
mercedes-yorumlari,"
Harika bir araba yapmışlar ve çok sağlam gerçekten
"
mercedes-yorumlari,"
Güzel ama mercedes alacak olsam bunu almam şahsen
"
mercedes-yorumlari,"
Öf be o nasıl bir araba arkadaş herşeyi çok güzel
"
mercedes-yorumlari,"
Bu mercedesin tasarımıyla uğraşan arkadaş arabanın arkasını yapamıyor çok şekilsiz oluyor
"
mercedes-yorumlari,"
Mercedese yakışmayacak bir araba bence yani şekilli şukullu olması lazımdı
"
mercedes-yorumlari,"
Arabanın herşeyi çok güzel ama bir bakıyorsun arka tasarımı bu arabaya hiç uymamış uçak gibi araba yapmışlar ama olamamış
"
mercedes-yorumlari,"
Münübüs gibi olmuş dış tasarımı öle gösteriyor
"
mercedes-yorumlari,"
Çok sade olmuş ve göz alıcı değil mercedes dedin göz alacak
"
mercedes-yorumlari,"
Normal bir citroen nin arabası gibi bu araba bence
"
mercedes-yorumlari,"
Ne kadar geniş konforlu rahat bir araba
"
mercedes-yorumlari,"
Tek sevmediğim yeri arka lamaları geri kalan yerleri harika bence bmw güzel bir tasarım yapmış
"
mercedes-yorumlari,"
Yakıt eko mod kullanımda 5.9 lt ye kadar düşebilliyor.. bu 7500 km deki ortalamam.. hususi kullanıyorum.. tek dezavantajı otoyollarda hgs 2. Snf olması dingil mesafesi 3.20 degilde 3.19 olsa tam otomobil olacak ..
"
mercedes-yorumlari,"
Bu arabayı alan bir insan zengin tatile ailesiyle gideceğinde kullanır ben zengin olsam öle kullanırdım yani
"
mercedes-yorumlari,"
direksiyon yükseklik ayarı elektronik değil. sürüş kodunu değiştirince motor ve şanzıman değişiyor ama amortiserlere yansımıyor. e class da ise kadran rengi dahi değişiyor. 450-500 milyon tl fiyata c class araba ama suv. BMW x-4 den konforlu. bu fiyata c class ( suv olsa dahi) karar vermek zor.. ama kalite araba. tasarım güzel.
"
mercedes-yorumlari,"
Satış rakamlarıyla en başarılı araç olduğu kesin.
"
mercedes-yorumlari,"
Çok güzel araba.Ancak arkada uzun seyehat edecek uzun boylu insanlar sıkıntı yaşayabilirler.
"
mercedes-yorumlari,"
mercedes en ekonomik ve konforlu ideal bir aracı
"
mercedes-yorumlari,"
Bu araç donanım ve tasarım kullanış ve yol tutusu cok begeniyorum dört dörtlük bir araç yapılmış
"
mercedes-yorumlari,"
Ben bu arabayı alırsam bir daha araba almam zirvede burakırım hemde param olmaz artık
"
mercedes-yorumlari,"
Asgari ücretle 30 yıl çalışsam anca alırım.
"
